,Unnamed: 0,image_id
2880,3989,ISIC_0025481
6729,7839,ISIC_0033044
4231,5340,ISIC_0026459
4741,5850,ISIC_0032130
2120,3229,ISIC_0028034
2166,3275,ISIC_0028594
319,319,ISIC_0028336
588,588,ISIC_0026843
2323,3432,ISIC_0029386
5963,7073,ISIC_0031501
6239,7349,ISIC_0033739
4329,5438,ISIC_0027443
7516,8626,ISIC_0028305
7747,8859,ISIC_0032195
2405,3514,ISIC_0025514
4520,5629,ISIC_0031415
8662,9774,ISIC_0031012
6217,7327,ISIC_0033292
3963,5072,ISIC_0028259
8067,9179,ISIC_0027512
7668,8778,ISIC_0030253
7429,8539,ISIC_0024343
2892,4001,ISIC_0029219
5419,6528,ISIC_0031195
6916,8026,ISIC_0033580
944,944,ISIC_0034296
134,134,ISIC_0032732
7209,8319,ISIC_0027423
3791,4900,ISIC_0030147
3662,4771,ISIC_0031110
6007,7117,ISIC_0033846
2979,4088,ISIC_0026317
8485,9597,ISIC_0033882
8858,9970,ISIC_0029713
7889,9001,ISIC_0031981
5321,6430,ISIC_0026646
8185,9297,ISIC_0029759
8738,9850,ISIC_0026100
7721,8832,ISIC_0028179
356,356,ISIC_0025032
5139,6248,ISIC_0031242
5745,6855,ISIC_0025958
8327,9439,ISIC_0032764
2473,3582,ISIC_0029142
6523,7633,ISIC_0032787
1696,2805,ISIC_0025711
2730,3839,ISIC_0032263
1168,1168,ISIC_0033626
7100,8210,ISIC_0027258
1936,3045,ISIC_0031455
5426,6535,ISIC_0031658
797,797,ISIC_0026249
7695,8805,ISIC_0026786
3090,4199,ISIC_0025614
1451,2560,ISIC_0025557
3357,4466,ISIC_0026966
2390,3499,ISIC_0030658
4104,5213,ISIC_0031856
3850,4959,ISIC_0025211
7920,9032,ISIC_0032412
227,227,ISIC_0032576
4080,5189,ISIC_0027330
7030,8140,ISIC_0026141
7700,8810,ISIC_0026752
8500,9612,ISIC_0033782
4115,5224,ISIC_0025163
2090,3199,ISIC_0027160
6161,7271,ISIC_0026384
4193,5302,ISIC_0027890
2711,3820,ISIC_0030461
7613,8723,ISIC_0027382
932,932,ISIC_0033185
2618,3727,ISIC_0031963
4952,6061,ISIC_0026010
5316,6425,ISIC_0029763
6824,7934,ISIC_0032962
5422,6531,ISIC_0027630
1264,2373,ISIC_0031648
7674,8784,ISIC_0027051
4688,5797,ISIC_0025004
2737,3846,ISIC_0026208
1711,2820,ISIC_0031009
8890,10002,ISIC_0032947
1669,2778,ISIC_0027966
6636,7746,ISIC_0033978
7212,8322,ISIC_0032165
6663,7773,ISIC_0034004
1113,1113,ISIC_0032642
1374,2483,ISIC_0026574
8222,9334,ISIC_0025865
6271,7381,ISIC_0032577
5535,6644,ISIC_0029774
7226,8336,ISIC_0024349
2164,3273,ISIC_0025930
8393,9505,ISIC_0032523
2855,3964,ISIC_0029508
7455,8565,ISIC_0028217
6851,7961,ISIC_0033442
1230,2339,ISIC_0027983
2513,3622,ISIC_0031051
3668,4777,ISIC_0025067
6294,7404,ISIC_0032831
1313,2422,ISIC_0025707
5574,6683,ISIC_0029049
8836,9948,ISIC_0027562
1129,1129,ISIC_0032138
501,501,ISIC_0025575
2347,3456,ISIC_0031219
5118,6227,ISIC_0027975
7998,9110,ISIC_0030694
8167,9279,ISIC_0029055
4216,5325,ISIC_0024339
5463,6572,ISIC_0028950
1384,2493,ISIC_0028693
4114,5223,ISIC_0025502
7334,8444,ISIC_0025518
5787,6897,ISIC_0027010
6660,7770,ISIC_0032990
6799,7909,ISIC_0034278
3158,4267,ISIC_0030513
293,293,ISIC_0027139
8817,9929,ISIC_0027930
1476,2585,ISIC_0034160
8493,9605,ISIC_0033353
4873,5982,ISIC_0025801
7875,8987,ISIC_0027498
7988,9100,ISIC_0030456
1082,1082,ISIC_0025654
4698,5807,ISIC_0030558
3696,4805,ISIC_0029398
2819,3928,ISIC_0026715
6394,7504,ISIC_0032542
3704,4813,ISIC_0027655
4651,5760,ISIC_0025765
3952,5061,ISIC_0027913
8062,9174,ISIC_0030140
498,498,ISIC_0029791
1588,2697,ISIC_0028570
152,152,ISIC_0032513
2600,3709,ISIC_0028721
4663,5772,ISIC_0026587
4848,5957,ISIC_0027336
107,107,ISIC_0027957
3361,4470,ISIC_0032479
5199,6308,ISIC_0029255
6167,7277,ISIC_0029636
3501,4610,ISIC_0032106
4034,5143,ISIC_0024742
6444,7554,ISIC_0025372
7937,9049,ISIC_0026866
2821,3930,ISIC_0025551
8672,9784,ISIC_0030341
6983,8093,ISIC_0030543
6771,7881,ISIC_0032779
2330,3439,ISIC_0031035
2904,4013,ISIC_0030815
973,973,ISIC_0034283
3108,4217,ISIC_0024308
358,358,ISIC_0029522
2753,3862,ISIC_0024661
4324,5433,ISIC_0024485
2576,3685,ISIC_0030274
5258,6367,ISIC_0028073
3015,4124,ISIC_0031540
6912,8022,ISIC_0032720
6761,7871,ISIC_0033419
1057,1057,ISIC_0030207
4237,5346,ISIC_0025282
4264,5373,ISIC_0030879
5198,6307,ISIC_0032495
3762,4871,ISIC_0031992
2732,3841,ISIC_0027108
1821,2930,ISIC_0029352
1301,2410,ISIC_0031201
6057,7167,ISIC_0033276
5689,6799,ISIC_0030858
5796,6906,ISIC_0026541
5048,6157,ISIC_0030676
827,827,ISIC_0024382
8522,9634,ISIC_0031259
3728,4837,ISIC_0028036
7696,8806,ISIC_0028578
3797,4906,ISIC_0031551
48,48,ISIC_0031691
6352,7462,ISIC_0032802
8893,10005,ISIC_0028393
1270,2379,ISIC_0033749
6409,7519,ISIC_0033155
8661,9773,ISIC_0030826
5793,6903,ISIC_0032421
6183,7293,ISIC_0025117
5871,6981,ISIC_0026911
821,821,ISIC_0031528
8886,9998,ISIC_0033358
8044,9156,ISIC_0028118
636,636,ISIC_0031630
5499,6608,ISIC_0029686
3618,4727,ISIC_0030327
7290,8400,ISIC_0031756
6438,7548,ISIC_0034206
7738,8850,ISIC_0031742
7436,8546,ISIC_0026592
1037,1037,ISIC_0031088
3493,4602,ISIC_0024601
913,913,ISIC_0030630
1930,3039,ISIC_0027944
4119,5228,ISIC_0030471
1798,2907,ISIC_0030352
8521,9633,ISIC_0024725
2678,3787,ISIC_0026710
6287,7397,ISIC_0033035
2232,3341,ISIC_0025794
2879,3988,ISIC_0026368
4523,5632,ISIC_0029910
7648,8758,ISIC_0028032
4522,5631,ISIC_0027762
4666,5775,ISIC_0030948
6661,7771,ISIC_0033181
673,673,ISIC_0030310
534,534,ISIC_0025222
1440,2549,ISIC_0028095
2117,3226,ISIC_0031388
7591,8701,ISIC_0029959
7865,8977,ISIC_0030674
1806,2915,ISIC_0028814
6965,8075,ISIC_0024695
6003,7113,ISIC_0028287
370,370,ISIC_0028496
8193,9305,ISIC_0024617
2724,3833,ISIC_0030174
2861,3970,ISIC_0031167
5430,6539,ISIC_0030499
7246,8356,ISIC_0030065
5626,6735,ISIC_0028293
8776,9888,ISIC_0025247
4553,5662,ISIC_0027979
7719,8830,ISIC_0030313
2955,4064,ISIC_0025007
7314,8424,ISIC_0028758
5013,6122,ISIC_0026310
1172,1172,ISIC_0033810
2358,3467,ISIC_0031534
8642,9754,ISIC_0028132
7023,8133,ISIC_0027909
4289,5398,ISIC_0029957
5930,7040,ISIC_0026743
4775,5884,ISIC_0030949
3699,4808,ISIC_0028187
5357,6466,ISIC_0027547
7346,8456,ISIC_0032176
8555,9667,ISIC_0028008
728,728,ISIC_0026663
5980,7090,ISIC_0033356
6942,8052,ISIC_0029306
2722,3831,ISIC_0032091
7915,9027,ISIC_0025776
2437,3546,ISIC_0025375
5751,6861,ISIC_0030355
7243,8353,ISIC_0031340
8769,9881,ISIC_0028224
7048,8158,ISIC_0027248
3294,4403,ISIC_0026977
1699,2808,ISIC_0024897
7948,9060,ISIC_0024784
1736,2845,ISIC_0029820
5714,6824,ISIC_0032341
6015,7125,ISIC_0033686
4367,5476,ISIC_0024912
2036,3145,ISIC_0032087
4254,5363,ISIC_0025202
7792,8904,ISIC_0032233
8512,9624,ISIC_0033330
7570,8680,ISIC_0028589
4492,5601,ISIC_0032390
2726,3835,ISIC_0030099
2849,3958,ISIC_0025527
5906,7016,ISIC_0028222
5579,6688,ISIC_0032294
363,363,ISIC_0028856
4978,6087,ISIC_0028257
7692,8802,ISIC_0030167
1685,2794,ISIC_0031122
2302,3411,ISIC_0030797
6748,7858,ISIC_0034041
3663,4772,ISIC_0026257
5427,6536,ISIC_0026274
1927,3036,ISIC_0025338
7050,8160,ISIC_0026913
6931,8041,ISIC_0033697
2708,3817,ISIC_0029346
67,67,ISIC_0025099
7248,8358,ISIC_0027514
4033,5142,ISIC_0030667
706,706,ISIC_0027504
7197,8307,ISIC_0029516
2207,3316,ISIC_0031151
285,285,ISIC_0031345
1216,2325,ISIC_0025321
8713,9825,ISIC_0028659
6086,7196,ISIC_0034267
3197,4306,ISIC_0024820
3607,4716,ISIC_0029073
6644,7754,ISIC_0034010
6108,7218,ISIC_0032992
8846,9958,ISIC_0028941
7344,8454,ISIC_0027045
2052,3161,ISIC_0027339
6088,7198,ISIC_0032953
2148,3257,ISIC_0026283
1580,2689,ISIC_0029331
5122,6231,ISIC_0024888
8648,9760,ISIC_0031940
6243,7353,ISIC_0033497
7365,8475,ISIC_0028598
4590,5699,ISIC_0032229
7713,8824,ISIC_0030742
8451,9563,ISIC_0034248
1509,2618,ISIC_0032652
7011,8121,ISIC_0026210
3733,4842,ISIC_0027182
5556,6665,ISIC_0027186
345,345,ISIC_0030731
705,705,ISIC_0026576
2922,4031,ISIC_0030307
8101,9213,ISIC_0028596
86,86,ISIC_0031624
2796,3905,ISIC_0026920
1931,3040,ISIC_0031974
2941,4050,ISIC_0026093
1567,2676,ISIC_0024515
8427,9539,ISIC_0033173
6702,7812,ISIC_0032518
825,825,ISIC_0031600
3258,4367,ISIC_0026896
7136,8246,ISIC_0029188
1651,2760,ISIC_0026156
8411,9523,ISIC_0028066
2968,4077,ISIC_0030692
7506,8616,ISIC_0026226
7675,8785,ISIC_0030340
7877,8989,ISIC_0026488
114,114,ISIC_0029613
191,191,ISIC_0033410
4981,6090,ISIC_0025329
3577,4686,ISIC_0030163
4954,6063,ISIC_0032131
6728,7838,ISIC_0033929
558,558,ISIC_0026514
7805,8917,ISIC_0032278
3695,4804,ISIC_0031855
2812,3921,ISIC_0027892
3316,4425,ISIC_0024621
8096,9208,ISIC_0028009
5229,6338,ISIC_0028533
35,35,ISIC_0024324
6613,7723,ISIC_0032601
139,139,ISIC_0033465
8620,9732,ISIC_0025411
7543,8653,ISIC_0026885
4815,5924,ISIC_0028421
4326,5435,ISIC_0025582
382,382,ISIC_0024358
3512,4621,ISIC_0031793
8394,9506,ISIC_0033159
4018,5127,ISIC_0031155
3057,4166,ISIC_0030505
1464,2573,ISIC_0025700
3127,4236,ISIC_0024919
7156,8266,ISIC_0027853
3621,4730,ISIC_0025369
7878,8990,ISIC_0026554
1160,1160,ISIC_0024396
5386,6495,ISIC_0026285
1823,2932,ISIC_0027595
3536,4645,ISIC_0026499
6092,7202,ISIC_0025160
5709,6819,ISIC_0027734
8503,9615,ISIC_0032945
687,687,ISIC_0030935
5782,6892,ISIC_0030063
1306,2415,ISIC_0025873
4884,5993,ISIC_0032172
954,954,ISIC_0034142
4280,5389,ISIC_0024966
5167,6276,ISIC_0026605
5678,6788,ISIC_0027684
6207,7317,ISIC_0033119
3815,4924,ISIC_0025913
93,93,ISIC_0028774
2973,4082,ISIC_0026170
37,37,ISIC_0030661
3031,4140,ISIC_0025639
4348,5457,ISIC_0029734
2305,3414,ISIC_0026936
3312,4421,ISIC_0026653
804,804,ISIC_0027194
1205,1205,ISIC_0025373
5937,7047,ISIC_0029435
5897,7007,ISIC_0028534
4581,5690,ISIC_0025921
2575,3684,ISIC_0029381
8629,9741,ISIC_0031043
23,23,ISIC_0032128
964,964,ISIC_0033945
2870,3979,ISIC_0029181
6106,7216,ISIC_0033759
1817,2926,ISIC_0028568
1935,3044,ISIC_0030517
7428,8538,ISIC_0029736
766,766,ISIC_0029627
149,149,ISIC_0033899
3300,4409,ISIC_0030718
7482,8592,ISIC_0029138
6780,7890,ISIC_0034245
1642,2751,ISIC_0025975
1479,2588,ISIC_0027297
4435,5544,ISIC_0030751
5818,6928,ISIC_0027209
3515,4624,ISIC_0025629
5087,6196,ISIC_0028267
1893,3002,ISIC_0026681
1494,2603,ISIC_0033575
6067,7177,ISIC_0033165
7573,8683,ISIC_0027928
1409,2518,ISIC_0030271
8383,9495,ISIC_0033889
7370,8480,ISIC_0030967
452,452,ISIC_0032123
8235,9347,ISIC_0027311
8045,9157,ISIC_0030593
2350,3459,ISIC_0025175
7323,8433,ISIC_0028117
8402,9514,ISIC_0032793
7552,8662,ISIC_0027490
4060,5169,ISIC_0029304
1828,2937,ISIC_0027120
4022,5131,ISIC_0030212
8735,9847,ISIC_0032154
4959,6068,ISIC_0027196
3117,4226,ISIC_0026252
2430,3539,ISIC_0030862
6579,7689,ISIC_0033273
6922,8032,ISIC_0032933
1395,2504,ISIC_0029747
2884,3993,ISIC_0029798
8706,9818,ISIC_0030953
8433,9545,ISIC_0027689
8643,9755,ISIC_0030991
4540,5649,ISIC_0027448
3533,4642,ISIC_0030087
5567,6676,ISIC_0029657
1045,1045,ISIC_0028386
952,952,ISIC_0033854
4817,5926,ISIC_0029445
3964,5073,ISIC_0026187
8789,9901,ISIC_0029638
5717,6827,ISIC_0031629
7329,8439,ISIC_0028757
5057,6166,ISIC_0028011
2200,3309,ISIC_0028270
4063,5172,ISIC_0030392
7127,8237,ISIC_0027574
344,344,ISIC_0026607
4798,5907,ISIC_0032448
5255,6364,ISIC_0028956
1472,2581,ISIC_0031169
3476,4585,ISIC_0024625
2593,3702,ISIC_0027156
5007,6116,ISIC_0025021
3930,5039,ISIC_0024629
5947,7057,ISIC_0031337
4995,6104,ISIC_0030628
5650,6759,ISIC_0032209
6441,7551,ISIC_0034174
1905,3014,ISIC_0028727
5892,7002,ISIC_0031887
5040,6149,ISIC_0031751
6711,7821,ISIC_0033168
182,182,ISIC_0033379
1840,2949,ISIC_0026090
7307,8417,ISIC_0032355
3355,4464,ISIC_0026946
7151,8261,ISIC_0024366
137,137,ISIC_0030276
1426,2535,ISIC_0026343
5758,6868,ISIC_0028367
7888,9000,ISIC_0024657
5392,6501,ISIC_0031815
7599,8709,ISIC_0028993
5943,7053,ISIC_0025905
8398,9510,ISIC_0034027
8113,9225,ISIC_0028785
5924,7034,ISIC_0028961
3622,4731,ISIC_0024542
5183,6292,ISIC_0031944
4910,6019,ISIC_0027664
6479,7589,ISIC_0032646
4713,5822,ISIC_0027583
817,817,ISIC_0031277
1844,2953,ISIC_0029857
7029,8139,ISIC_0024653
136,136,ISIC_0033466
667,667,ISIC_0027953
3535,4644,ISIC_0027833
6325,7435,ISIC_0032859
7803,8915,ISIC_0030772
2387,3496,ISIC_0028699
5211,6320,ISIC_0025901
7955,9067,ISIC_0032125
7345,8455,ISIC_0027213
2283,3392,ISIC_0028975
1958,3067,ISIC_0030148
1991,3100,ISIC_0029870
3631,4740,ISIC_0028782
8453,9565,ISIC_0033797
6925,8035,ISIC_0033873
4327,5436,ISIC_0029078
5959,7069,ISIC_0031975
532,532,ISIC_0024772
7318,8428,ISIC_0032184
5227,6336,ISIC_0032506
2365,3474,ISIC_0028365
2361,3470,ISIC_0027145
510,510,ISIC_0024760
60,60,ISIC_0031468
1266,2375,ISIC_0033123
98,98,ISIC_0028080
1895,3004,ISIC_0025218
4507,5616,ISIC_0026881
110,110,ISIC_0027533
7799,8911,ISIC_0030598
6667,7777,ISIC_0032994
6962,8072,ISIC_0028290
6502,7612,ISIC_0034158
3812,4921,ISIC_0029058
5156,6265,ISIC_0028547
5264,6373,ISIC_0030739
462,462,ISIC_0027754
7837,8949,ISIC_0026022
3585,4694,ISIC_0030022
2508,3617,ISIC_0026858
537,537,ISIC_0025973
3471,4580,ISIC_0029758
2425,3534,ISIC_0029950
8530,9642,ISIC_0031769
3030,4139,ISIC_0025162
1907,3016,ISIC_0028455
8244,9356,ISIC_0025670
1805,2914,ISIC_0028350
820,820,ISIC_0031329
622,622,ISIC_0027335
8354,9466,ISIC_0033821
8562,9674,ISIC_0031222
2664,3773,ISIC_0029708
4068,5177,ISIC_0027449
4595,5704,ISIC_0026793
2037,3146,ISIC_0032387
4728,5837,ISIC_0030018
3919,5028,ISIC_0024509
4838,5947,ISIC_0029939
2841,3950,ISIC_0032056
791,791,ISIC_0024877
2337,3446,ISIC_0030411
6162,7272,ISIC_0028436
5307,6416,ISIC_0028327
1100,1100,ISIC_0027118
6913,8023,ISIC_0032946
7444,8554,ISIC_0026512
3060,4169,ISIC_0032500
6145,7255,ISIC_0025786
6603,7713,ISIC_0033249
1725,2834,ISIC_0026433
5800,6910,ISIC_0025335
7947,9059,ISIC_0027997
5447,6556,ISIC_0029511
8318,9430,ISIC_0033338
708,708,ISIC_0025345
6887,7997,ISIC_0032594
2899,4008,ISIC_0027813
712,712,ISIC_0024825
7289,8399,ISIC_0024870
4398,5507,ISIC_0031255
1902,3011,ISIC_0029303
2762,3871,ISIC_0026449
7772,8884,ISIC_0027360
7381,8491,ISIC_0029459
7982,9094,ISIC_0024827
4657,5766,ISIC_0032037
6881,7991,ISIC_0033928
6081,7191,ISIC_0033549
1488,2597,ISIC_0034306
5935,7045,ISIC_0025789
1198,1198,ISIC_0029973
4592,5701,ISIC_0032406
6915,8025,ISIC_0033314
4185,5294,ISIC_0031847
3697,4806,ISIC_0027380
7853,8965,ISIC_0029182
2259,3368,ISIC_0031319
3238,4347,ISIC_0027895
1269,2378,ISIC_0034214
1225,2334,ISIC_0025578
1666,2775,ISIC_0032307
7317,8427,ISIC_0029339
4491,5600,ISIC_0027075
466,466,ISIC_0025659
7331,8441,ISIC_0027323
2693,3802,ISIC_0028817
6126,7236,ISIC_0025990
2754,3863,ISIC_0025474
8424,9536,ISIC_0034309
8149,9261,ISIC_0028477
1260,2369,ISIC_0032866
4702,5811,ISIC_0026609
7712,8823,ISIC_0025169
8568,9680,ISIC_0024830
3794,4903,ISIC_0029691
7400,8510,ISIC_0025198
690,690,ISIC_0028229
1369,2478,ISIC_0029755
5797,6907,ISIC_0031281
5859,6969,ISIC_0031615
4571,5680,ISIC_0024521
6911,8021,ISIC_0033086
8748,9860,ISIC_0028795
628,628,ISIC_0027973
848,848,ISIC_0031945
8359,9471,ISIC_0032554
8258,9370,ISIC_0028866
1335,2444,ISIC_0029099
2014,3123,ISIC_0029911
3965,5074,ISIC_0025962
4240,5349,ISIC_0024530
3991,5100,ISIC_0025306
296,296,ISIC_0029394
335,335,ISIC_0025743
7342,8452,ISIC_0028092
5354,6463,ISIC_0030075
5699,6809,ISIC_0026887
8441,9553,ISIC_0032849
4870,5979,ISIC_0025151
3885,4994,ISIC_0027611
1863,2972,ISIC_0025260
3798,4907,ISIC_0025728
7064,8174,ISIC_0030717
2548,3657,ISIC_0030736
5101,6210,ISIC_0028037
1513,2622,ISIC_0033218
6643,7753,ISIC_0033007
1892,3001,ISIC_0031536
8709,9821,ISIC_0031292
2727,3836,ISIC_0024776
2235,3344,ISIC_0027691
366,366,ISIC_0031394
2876,3985,ISIC_0029639
594,594,ISIC_0029617
8781,9893,ISIC_0029462
5368,6477,ISIC_0024797
671,671,ISIC_0029206
4803,5912,ISIC_0029965
3595,4704,ISIC_0031928
3310,4419,ISIC_0030220
5260,6369,ISIC_0024728
921,921,ISIC_0032694
2591,3700,ISIC_0032484
2363,3472,ISIC_0026465
8335,9447,ISIC_0033436
3446,4555,ISIC_0027500
1733,2842,ISIC_0028168
339,339,ISIC_0025337
4946,6055,ISIC_0031010
8811,9923,ISIC_0028076
8690,9802,ISIC_0030175
6266,7376,ISIC_0034039
7463,8573,ISIC_0030733
4558,5667,ISIC_0026495
4675,5784,ISIC_0024819
3811,4920,ISIC_0028742
214,214,ISIC_0033776
1975,3084,ISIC_0027974
5309,6418,ISIC_0024873
3380,4489,ISIC_0026065
6512,7622,ISIC_0034088
4014,5123,ISIC_0024442
8331,9443,ISIC_0034053
1690,2799,ISIC_0024799
140,140,ISIC_0029683
4298,5407,ISIC_0029552
8415,9527,ISIC_0033895
7828,8940,ISIC_0030809
4816,5925,ISIC_0029468
5518,6627,ISIC_0030108
899,899,ISIC_0029012
4671,5780,ISIC_0024992
1191,1191,ISIC_0025903
205,205,ISIC_0034201
8807,9919,ISIC_0033000
2402,3511,ISIC_0030282
6594,7704,ISIC_0032794
7608,8718,ISIC_0031710
6730,7840,ISIC_0033787
1227,2336,ISIC_0028714
2248,3357,ISIC_0032453
3276,4385,ISIC_0028674
1051,1051,ISIC_0027710
188,188,ISIC_0034168
2661,3770,ISIC_0025090
815,815,ISIC_0027608
2107,3216,ISIC_0027836
6316,7426,ISIC_0033094
2651,3760,ISIC_0026415
5667,6777,ISIC_0029735
401,401,ISIC_0030258
1173,1173,ISIC_0033695
3729,4838,ISIC_0031878
5036,6145,ISIC_0027995
6165,7275,ISIC_0025001
8711,9823,ISIC_0029059
738,738,ISIC_0029612
3445,4554,ISIC_0029057
5377,6486,ISIC_0027493
8082,9194,ISIC_0025681
1299,2408,ISIC_0026336
3272,4381,ISIC_0031373
6097,7207,ISIC_0033308
6311,7421,ISIC_0032516
792,792,ISIC_0030835
550,550,ISIC_0028750
4168,5277,ISIC_0027777
4619,5728,ISIC_0025334
1729,2838,ISIC_0031294
1336,2445,ISIC_0031955
8248,9360,ISIC_0024540
2374,3483,ISIC_0027085
4586,5695,ISIC_0028604
2382,3491,ISIC_0027356
640,640,ISIC_0026737
6721,7831,ISIC_0032792
5388,6497,ISIC_0029224
575,575,ISIC_0030683
6655,7765,ISIC_0032574
4365,5474,ISIC_0026035
6312,7422,ISIC_0032520
2515,3624,ISIC_0029305
1874,2983,ISIC_0032115
4811,5920,ISIC_0030946
7041,8151,ISIC_0027933
5234,6343,ISIC_0028348
7634,8744,ISIC_0028307
1672,2781,ISIC_0024452
5559,6668,ISIC_0030838
446,446,ISIC_0030812
5466,6575,ISIC_0024988
7643,8753,ISIC_0032281
5801,6911,ISIC_0025869
7623,8733,ISIC_0027949
4519,5628,ISIC_0030331
3421,4530,ISIC_0024455
7486,8596,ISIC_0024425
8834,9946,ISIC_0026457
4124,5233,ISIC_0032105
8080,9192,ISIC_0027849
4970,6079,ISIC_0031732
8271,9383,ISIC_0030358
8693,9805,ISIC_0031692
8678,9790,ISIC_0024710
5616,6725,ISIC_0028576
4371,5480,ISIC_0030647
1858,2967,ISIC_0030767
4030,5139,ISIC_0030671
6280,7390,ISIC_0033409
6600,7710,ISIC_0028863
5613,6722,ISIC_0027644
4723,5832,ISIC_0032299
2335,3444,ISIC_0031572
4572,5681,ISIC_0028883
6496,7606,ISIC_0033002
2236,3345,ISIC_0024473
4624,5733,ISIC_0025820
6128,7238,ISIC_0027250
2369,3478,ISIC_0030483
8385,9497,ISIC_0033161
2767,3876,ISIC_0030509
6740,7850,ISIC_0033673
250,250,ISIC_0034259
5850,6960,ISIC_0026382
226,226,ISIC_0032654
5025,6134,ISIC_0024526
8892,10004,ISIC_0029309
4302,5411,ISIC_0028657
7540,8650,ISIC_0028364
741,741,ISIC_0029443
7338,8448,ISIC_0031603
4473,5582,ISIC_0026973
8821,9933,ISIC_0029460
912,912,ISIC_0032719
5030,6139,ISIC_0029743
4186,5295,ISIC_0031003
8484,9596,ISIC_0033841
8081,9193,ISIC_0031809
1418,2527,ISIC_0025584
7070,8180,ISIC_0028894
5726,6836,ISIC_0026080
8894,10006,ISIC_0024948
6634,7744,ISIC_0034301
3635,4744,ISIC_0031729
8135,9247,ISIC_0026333
7420,8530,ISIC_0029001
7493,8603,ISIC_0030328
119,119,ISIC_0028646
8842,9954,ISIC_0027668
7095,8205,ISIC_0032407
5382,6491,ISIC_0024368
1419,2528,ISIC_0027545
8852,9964,ISIC_0026984
3032,4141,ISIC_0031104
6935,8045,ISIC_0032744
4969,6078,ISIC_0026271
6559,7669,ISIC_0033815
7785,8897,ISIC_0030625
5004,6113,ISIC_0028366
3810,4919,ISIC_0030178
5672,6782,ISIC_0024891
7572,8682,ISIC_0025846
5315,6424,ISIC_0030600
6005,7115,ISIC_0026432
61,61,ISIC_0030926
3203,4312,ISIC_0031275
6100,7210,ISIC_0034192
6045,7155,ISIC_0033823
3570,4679,ISIC_0025258
2381,3490,ISIC_0028933
2815,3924,ISIC_0026696
7432,8542,ISIC_0025506
8895,10007,ISIC_0028619
5381,6490,ISIC_0024531
6242,7352,ISIC_0033827
6051,7161,ISIC_0033032
6937,8047,ISIC_0033390
557,557,ISIC_0028640
1557,2666,ISIC_0033979
1271,2380,ISIC_0034196
1756,2865,ISIC_0030096
7917,9029,ISIC_0028945
1096,1096,ISIC_0028790
5465,6574,ISIC_0026813
1996,3105,ISIC_0031833
6399,7509,ISIC_0034288
6073,7183,ISIC_0033365
935,935,ISIC_0032804
7768,8880,ISIC_0025967
1099,1099,ISIC_0030021
2310,3419,ISIC_0029619
6715,7825,ISIC_0033343
1128,1128,ISIC_0027876
5389,6498,ISIC_0032392
8290,9402,ISIC_0033140
284,284,ISIC_0028020
6870,7980,ISIC_0033277
8047,9159,ISIC_0031045
6880,7990,ISIC_0033015
5001,6110,ISIC_0027377
7409,8519,ISIC_0027201
6939,8049,ISIC_0033585
7604,8714,ISIC_0031049
4982,6091,ISIC_0029834
5945,7055,ISIC_0028098
3195,4304,ISIC_0029168
7856,8968,ISIC_0031982
2131,3240,ISIC_0032100
7517,8627,ISIC_0026452
6722,7832,ISIC_0034187
341,341,ISIC_0032486
5454,6563,ISIC_0027899
7494,8604,ISIC_0030117
5671,6781,ISIC_0029985
5166,6275,ISIC_0029159
8365,9477,ISIC_0033164
7629,8739,ISIC_0032253
4039,5148,ISIC_0024905
4878,5987,ISIC_0031083
4457,5566,ISIC_0025342
4569,5678,ISIC_0026464
8646,9758,ISIC_0027896
5861,6971,ISIC_0029488
6031,7141,ISIC_0032924
8589,9701,ISIC_0030408
8584,9696,ISIC_0029041
4144,5253,ISIC_0025895
7627,8737,ISIC_0026818
1458,2567,ISIC_0024573
8727,9839,ISIC_0032371
2324,3433,ISIC_0027220
5778,6888,ISIC_0031518
5560,6669,ISIC_0029869
5784,6894,ISIC_0029894
560,560,ISIC_0030188
7306,8416,ISIC_0032427
1460,2569,ISIC_0024572
6478,7588,ISIC_0033799
2771,3880,ISIC_0026529
4898,6007,ISIC_0025385
2867,3976,ISIC_0028647
3831,4940,ISIC_0027508
4518,5627,ISIC_0029256
8553,9665,ISIC_0027345
6567,7677,ISIC_0032729
3169,4278,ISIC_0027353
6534,7644,ISIC_0033478
4785,5894,ISIC_0026543
4190,5299,ISIC_0026278
1285,2394,ISIC_0031719
8210,9322,ISIC_0029668
597,597,ISIC_0024371
1218,2327,ISIC_0030275
3029,4138,ISIC_0025792
1136,1136,ISIC_0027626
2674,3783,ISIC_0030448
8756,9868,ISIC_0030487
713,713,ISIC_0029406
1915,3024,ISIC_0027725
7522,8632,ISIC_0026672
2607,3716,ISIC_0030332
3451,4560,ISIC_0027228
1393,2502,ISIC_0025824
1215,2324,ISIC_0032076
4263,5372,ISIC_0024326
3678,4787,ISIC_0027272
7115,8225,ISIC_0030225
562,562,ISIC_0027437
8664,9776,ISIC_0024372
6077,7187,ISIC_0032362
2468,3577,ISIC_0029972
6510,7620,ISIC_0033046
735,735,ISIC_0025113
3667,4776,ISIC_0031370
6030,7140,ISIC_0033058
8612,9724,ISIC_0027719
1826,2935,ISIC_0029917
7902,9014,ISIC_0030923
6214,7324,ISIC_0033172
5052,6161,ISIC_0026758
57,57,ISIC_0026955
2736,3845,ISIC_0030596
6369,7479,ISIC_0034210
6159,7269,ISIC_0024344
